pais,tema,tema_descripcion,materia,grado,parametro,porcentaje
sv,Duración de la formación del docente,Distribución duración de la formación inicial del docente por asignatura.,Matemáticas,6,Menos de 4 años,0.85
uy,Duración de la formación del docente,Distribución duración de la formación inicial del docente por asignatura.,Matemáticas,6,Menos de 4 años,0.41
ar,Duración de la formación del docente,Distribución duración de la formación inicial del docente por asignatura.,Matemáticas,6,4 años o más,0.40
br,Duración de la formación del docente,Distribución duración de la formación inicial del docente por asignatura.,Matemáticas,6,5 años o más,0.83
co,Duración de la formación del docente,Distribución duración de la formación inicial del docente por asignatura.,Matemáticas,6,6 años o más,0.95
cr,Duración de la formación del docente,Distribución duración de la formación inicial del docente por asignatura.,Matemáticas,6,7 años o más,0.99
cu,Duración de la formación del docente,Distribución duración de la formación inicial del docente por asignatura.,Matemáticas,6,8 años o más,0.74
do,Duración de la formación del docente,Distribución duración de la formación inicial del docente por asignatura.,Matemáticas,6,9 años o más,0.85
ec,Duración de la formación del docente,Distribución duración de la formación inicial del docente por asignatura.,Matemáticas,6,10 años o más,0.70
gt,Duración de la formación del docente,Distribución duración de la formación inicial del docente por asignatura.,Matemáticas,6,11 años o más,0.04
hn,Duración de la formación del docente,Distribución duración de la formación inicial del docente por asignatura.,Matemáticas,6,12 años o más,0.34
mx,Duración de la formación del docente,Distribución duración de la formación inicial del docente por asignatura.,Matemáticas,6,13 años o más,0.92
ni,Duración de la formación del docente,Distribución duración de la formación inicial del docente por asignatura.,Matemáticas,6,14 años o más,0.30
pa,Duración de la formación del docente,Distribución duración de la formación inicial del docente por asignatura.,Matemáticas,6,15 años o más,0.67
pe,Duración de la formación del docente,Distribución duración de la formación inicial del docente por asignatura.,Matemáticas,6,16 años o más,0.98
py,Duración de la formación del docente,Distribución duración de la formación inicial del docente por asignatura.,Matemáticas,6,17 años o más,0.20
sv,Duración de la formación del docente,Distribución duración de la formación inicial del docente por asignatura.,Matemáticas,6,18 años o más,0.15
uy,Duración de la formación del docente,Distribución duración de la formación inicial del docente por asignatura.,Matemáticas,6,19 años o más,0.59
ar,Formación docente en modalidad presencial,Distribución de formación docente en modalidad presencial por asignatura.,Matemáticas,6,Presencial,1.00
br,Formación docente en modalidad presencial,Distribución de formación docente en modalidad presencial por asignatura.,Matemáticas,6,Presencial,0.80
co,Formación docente en modalidad presencial,Distribución de formación docente en modalidad presencial por asignatura.,Matemáticas,6,Presencial,0.70
cr,Formación docente en modalidad presencial,Distribución de formación docente en modalidad presencial por asignatura.,Matemáticas,6,Presencial,0.74
cu,Formación docente en modalidad presencial,Distribución de formación docente en modalidad presencial por asignatura.,Matemáticas,6,Presencial,0.78
do,Formación docente en modalidad presencial,Distribución de formación docente en modalidad presencial por asignatura.,Matemáticas,6,Presencial,0.95
ec,Formación docente en modalidad presencial,Distribución de formación docente en modalidad presencial por asignatura.,Matemáticas,6,Presencial,0.62
gt,Formación docente en modalidad presencial,Distribución de formación docente en modalidad presencial por asignatura.,Matemáticas,6,Presencial,0.98
hn,Formación docente en modalidad presencial,Distribución de formación docente en modalidad presencial por asignatura.,Matemáticas,6,Presencial,0.69
mx,Formación docente en modalidad presencial,Distribución de formación docente en modalidad presencial por asignatura.,Matemáticas,6,Presencial,0.99
ni,Formación docente en modalidad presencial,Distribución de formación docente en modalidad presencial por asignatura.,Matemáticas,6,Presencial,0.63
pa,Formación docente en modalidad presencial,Distribución de formación docente en modalidad presencial por asignatura.,Matemáticas,6,Presencial,0.90
pe,Formación docente en modalidad presencial,Distribución de formación docente en modalidad presencial por asignatura.,Matemáticas,6,Presencial,0.88
py,Formación docente en modalidad presencial,Distribución de formación docente en modalidad presencial por asignatura.,Matemáticas,6,Presencial,0.85
sv,Formación docente en modalidad presencial,Distribución de formación docente en modalidad presencial por asignatura.,Matemáticas,6,Presencial,0.94
uy,Formación docente en modalidad presencial,Distribución de formación docente en modalidad presencial por asignatura.,Matemáticas,6,Presencial,1.00
ar,Formación docente en modalidad presencial,Distribución de formación docente en modalidad presencial por asignatura.,Matemáticas,6,Semi-presencial (en parte a distancia y en parte presencial),0.00
br,Formación docente en modalidad presencial,Distribución de formación docente en modalidad presencial por asignatura.,Matemáticas,6,Semi-presencial (en parte a distancia y en parte presencial),0.16
co,Formación docente en modalidad presencial,Distribución de formación docente en modalidad presencial por asignatura.,Matemáticas,6,Semi-presencial (en parte a distancia y en parte presencial),0.25
cr,Formación docente en modalidad presencial,Distribución de formación docente en modalidad presencial por asignatura.,Matemáticas,6,Semi-presencial (en parte a distancia y en parte presencial),0.19
cu,Formación docente en modalidad presencial,Distribución de formación docente en modalidad presencial por asignatura.,Matemáticas,6,Semi-presencial (en parte a distancia y en parte presencial),0.18
do,Formación docente en modalidad presencial,Distribución de formación docente en modalidad presencial por asignatura.,Matemáticas,6,Semi-presencial (en parte a distancia y en parte presencial),0.04
ec,Formación docente en modalidad presencial,Distribución de formación docente en modalidad presencial por asignatura.,Matemáticas,6,Semi-presencial (en parte a distancia y en parte presencial),0.29
gt,Formación docente en modalidad presencial,Distribución de formación docente en modalidad presencial por asignatura.,Matemáticas,6,Semi-presencial (en parte a distancia y en parte presencial),0.02
hn,Formación docente en modalidad presencial,Distribución de formación docente en modalidad presencial por asignatura.,Matemáticas,6,Semi-presencial (en parte a distancia y en parte presencial),0.10
mx,Formación docente en modalidad presencial,Distribución de formación docente en modalidad presencial por asignatura.,Matemáticas,6,Semi-presencial (en parte a distancia y en parte presencial),0.01
ni,Formación docente en modalidad presencial,Distribución de formación docente en modalidad presencial por asignatura.,Matemáticas,6,Semi-presencial (en parte a distancia y en parte presencial),0.10
pa,Formación docente en modalidad presencial,Distribución de formación docente en modalidad presencial por asignatura.,Matemáticas,6,Semi-presencial (en parte a distancia y en parte presencial),0.10
pe,Formación docente en modalidad presencial,Distribución de formación docente en modalidad presencial por asignatura.,Matemáticas,6,Semi-presencial (en parte a distancia y en parte presencial),0.08
py,Formación docente en modalidad presencial,Distribución de formación docente en modalidad presencial por asignatura.,Matemáticas,6,Semi-presencial (en parte a distancia y en parte presencial),0.12
sv,Formación docente en modalidad presencial,Distribución de formación docente en modalidad presencial por asignatura.,Matemáticas,6,Semi-presencial (en parte a distancia y en parte presencial),0.05
uy,Formación docente en modalidad presencial,Distribución de formación docente en modalidad presencial por asignatura.,Matemáticas,6,Semi-presencial (en parte a distancia y en parte presencial),0.00
ar,Formación docente en modalidad presencial,Distribución de formación docente en modalidad presencial por asignatura.,Matemáticas,6,A distancia,0.00
br,Formación docente en modalidad presencial,Distribución de formación docente en modalidad presencial por asignatura.,Matemáticas,6,A distancia,0.03
co,Formación docente en modalidad presencial,Distribución de formación docente en modalidad presencial por asignatura.,Matemáticas,6,A distancia,0.05
cr,Formación docente en modalidad presencial,Distribución de formación docente en modalidad presencial por asignatura.,Matemáticas,6,A distancia,0.07
cu,Formación docente en modalidad presencial,Distribución de formación docente en modalidad presencial por asignatura.,Matemáticas,6,A distancia,0.05
do,Formación docente en modalidad presencial,Distribución de formación docente en modalidad presencial por asignatura.,Matemáticas,6,A distancia,0.01
ec,Formación docente en modalidad presencial,Distribución de formación docente en modalidad presencial por asignatura.,Matemáticas,6,A distancia,0.09
gt,Formación docente en modalidad presencial,Distribución de formación docente en modalidad presencial por asignatura.,Matemáticas,6,A distancia,0.00
hn,Formación docente en modalidad presencial,Distribución de formación docente en modalidad presencial por asignatura.,Matemáticas,6,A distancia,0.21
mx,Formación docente en modalidad presencial,Distribución de formación docente en modalidad presencial por asignatura.,Matemáticas,6,A distancia,0.00
ni,Formación docente en modalidad presencial,Distribución de formación docente en modalidad presencial por asignatura.,Matemáticas,6,A distancia,0.27
pa,Formación docente en modalidad presencial,Distribución de formación docente en modalidad presencial por asignatura.,Matemáticas,6,A distancia,0.00
pe,Formación docente en modalidad presencial,Distribución de formación docente en modalidad presencial por asignatura.,Matemáticas,6,A distancia,0.04
py,Formación docente en modalidad presencial,Distribución de formación docente en modalidad presencial por asignatura.,Matemáticas,6,A distancia,0.03
sv,Formación docente en modalidad presencial,Distribución de formación docente en modalidad presencial por asignatura.,Matemáticas,6,A distancia,0.00
uy,Formación docente en modalidad presencial,Distribución de formación docente en modalidad presencial por asignatura.,Matemáticas,6,A distancia,0.00
ar,Formación continua en la disciplina que enseña,Distribución de docentes que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura.,Matemáticas,6,Sí,
br,Formación continua en la disciplina que enseña,Distribución de docentes que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura.,Matemáticas,6,Sí,
co,Formación continua en la disciplina que enseña,Distribución de docentes que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura.,Matemáticas,6,Sí,
cr,Formación continua en la disciplina que enseña,Distribución de docentes que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura.,Matemáticas,6,Sí,
cu,Formación continua en la disciplina que enseña,Distribución de docentes que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura.,Matemáticas,6,Sí,
do,Formación continua en la disciplina que enseña,Distribución de docentes que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura.,Matemáticas,6,Sí,
ec,Formación continua en la disciplina que enseña,Distribución de docentes que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura.,Matemáticas,6,Sí,
gt,Formación continua en la disciplina que enseña,Distribución de docentes que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura.,Matemáticas,6,Sí,
hn,Formación continua en la disciplina que enseña,Distribución de docentes que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura.,Matemáticas,6,Sí,
mx,Formación continua en la disciplina que enseña,Distribución de docentes que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura.,Matemáticas,6,Sí,
ni,Formación continua en la disciplina que enseña,Distribución de docentes que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura.,Matemáticas,6,Sí,
pa,Formación continua en la disciplina que enseña,Distribución de docentes que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura.,Matemáticas,6,Sí,
pe,Formación continua en la disciplina que enseña,Distribución de docentes que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura.,Matemáticas,6,Sí,
py,Formación continua en la disciplina que enseña,Distribución de docentes que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura.,Matemáticas,6,Sí,
sv,Formación continua en la disciplina que enseña,Distribución de docentes que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura.,Matemáticas,6,Sí,
uy,Formación continua en la disciplina que enseña,Distribución de docentes que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura.,Matemáticas,6,Sí,
ar,Formación continua en la disciplina que enseña,Distribución de docentes que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura.,Matemáticas,6,No,
br,Formación continua en la disciplina que enseña,Distribución de docentes que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura.,Matemáticas,6,No,
co,Formación continua en la disciplina que enseña,Distribución de docentes que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura.,Matemáticas,6,No,
cr,Formación continua en la disciplina que enseña,Distribución de docentes que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura.,Matemáticas,6,No,
cu,Formación continua en la disciplina que enseña,Distribución de docentes que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura.,Matemáticas,6,No,
do,Formación continua en la disciplina que enseña,Distribución de docentes que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura.,Matemáticas,6,No,
ec,Formación continua en la disciplina que enseña,Distribución de docentes que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura.,Matemáticas,6,No,
gt,Formación continua en la disciplina que enseña,Distribución de docentes que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura.,Matemáticas,6,No,
hn,Formación continua en la disciplina que enseña,Distribución de docentes que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura.,Matemáticas,6,No,
mx,Formación continua en la disciplina que enseña,Distribución de docentes que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura.,Matemáticas,6,No,
ni,Formación continua en la disciplina que enseña,Distribución de docentes que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura.,Matemáticas,6,No,
pa,Formación continua en la disciplina que enseña,Distribución de docentes que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura.,Matemáticas,6,No,
pe,Formación continua en la disciplina que enseña,Distribución de docentes que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura.,Matemáticas,6,No,
py,Formación continua en la disciplina que enseña,Distribución de docentes que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura.,Matemáticas,6,No,
sv,Formación continua en la disciplina que enseña,Distribución de docentes que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura.,Matemáticas,6,No,
uy,Formación continua en la disciplina que enseña,Distribución de docentes que recibieron formación continua en la disciplina que enseña en los últimos dos años por asignatura.,Matemáticas,6,No,
ar,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Educación primaria / Educación secundaria baja,0.00
br,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Educación primaria / Educación secundaria baja,0.04
co,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Educación primaria / Educación secundaria baja,0.00
cr,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Educación primaria / Educación secundaria baja,0.26
cu,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Educación primaria / Educación secundaria baja,0.03
do,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Educación primaria / Educación secundaria baja,0.03
ec,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Educación primaria / Educación secundaria baja,0.01
gt,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Educación primaria / Educación secundaria baja,0.01
hn,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Educación primaria / Educación secundaria baja,0.05
mx,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Educación primaria / Educación secundaria baja,0.03
ni,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Educación primaria / Educación secundaria baja,0.10
pa,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Educación primaria / Educación secundaria baja,0.09
pe,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Educación primaria / Educación secundaria baja,0.01
py,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Educación primaria / Educación secundaria baja,0.38
sv,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Educación primaria / Educación secundaria baja,0.05
uy,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Educación primaria / Educación secundaria baja,0.00
ar,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Educación secundaria alta,0.00
br,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Educación secundaria alta,0.06
co,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Educación secundaria alta,0.00
cr,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Educación secundaria alta,0.00
cu,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Educación secundaria alta,0.01
LUN,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Educación secundaria alta,0.10
ec,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Educación secundaria alta,0.03
gt,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Educación secundaria alta,0.45
hn,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Educación secundaria alta,0.00
mx,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Educación secundaria alta,0.00
ni,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Educación secundaria alta,0.23
pa,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Educación secundaria alta,0.14
pe,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Educación secundaria alta,0.00
py,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Educación secundaria alta,0.02
sv,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Educación secundaria alta,0.03
uy,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Educación secundaria alta,0.00
ar,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Educación postsecundaria no terciaria/ terciaria / terciaria de ciclo corto,0.89
br,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Educación postsecundaria no terciaria/ terciaria / terciaria de ciclo corto,0.05
co,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Educación postsecundaria no terciaria/ terciaria / terciaria de ciclo corto,0.17
cr,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Educación postsecundaria no terciaria/ terciaria / terciaria de ciclo corto,0.11
cu,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Educación postsecundaria no terciaria/ terciaria / terciaria de ciclo corto,0.10
LUN,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Educación postsecundaria no terciaria/ terciaria / terciaria de ciclo corto,0.05
ec,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Educación postsecundaria no terciaria/ terciaria / terciaria de ciclo corto,0.20
gt,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Educación postsecundaria no terciaria/ terciaria / terciaria de ciclo corto,0.38
hn,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Educación postsecundaria no terciaria/ terciaria / terciaria de ciclo corto,0.15
mx,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Educación postsecundaria no terciaria/ terciaria / terciaria de ciclo corto,0.00
ni,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Educación postsecundaria no terciaria/ terciaria / terciaria de ciclo corto,0.31
pa,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Educación postsecundaria no terciaria/ terciaria / terciaria de ciclo corto,0.04
pe,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Educación postsecundaria no terciaria/ terciaria / terciaria de ciclo corto,0.02
py,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Educación postsecundaria no terciaria/ terciaria / terciaria de ciclo corto,0.27
sv,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Educación postsecundaria no terciaria/ terciaria / terciaria de ciclo corto,0.02
uy,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Educación postsecundaria no terciaria/ terciaria / terciaria de ciclo corto,0.01
ar,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Grado en educación terciaria o nivel equivalente,0.10
br,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Grado en educación terciaria o nivel equivalente,0.83
co,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Grado en educación terciaria o nivel equivalente,0.54
cr,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Grado en educación terciaria o nivel equivalente,0.49
cu,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Grado en educación terciaria o nivel equivalente,0.70
MAR,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Grado en educación terciaria o nivel equivalente,0.76
ec,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Grado en educación terciaria o nivel equivalente,0.72
gt,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Grado en educación terciaria o nivel equivalente,0.15
hn,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Grado en educación terciaria o nivel equivalente,0.11
mx,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Grado en educación terciaria o nivel equivalente,0.79
ni,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Grado en educación terciaria o nivel equivalente,0.29
pa,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Grado en educación terciaria o nivel equivalente,0.65
pe,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Grado en educación terciaria o nivel equivalente,0.77
py,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Grado en educación terciaria o nivel equivalente,0.31
sv,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Grado en educación terciaria o nivel equivalente,0.88
uy,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Grado en educación terciaria o nivel equivalente,0.98
ar,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,"Nivel de maestría, especialización o equivalente",0.00
br,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,"Nivel de maestría, especialización o equivalente",0.01
co,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,"Nivel de maestría, especialización o equivalente",0.28
cr,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,"Nivel de maestría, especialización o equivalente",0.12
cu,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,"Nivel de maestría, especialización o equivalente",0.15
MAR,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,"Nivel de maestría, especialización o equivalente",0.06
ec,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,"Nivel de maestría, especialización o equivalente",0.04
gt,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,"Nivel de maestría, especialización o equivalente",0.01
hn,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,"Nivel de maestría, especialización o equivalente",0.69
mx,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,"Nivel de maestría, especialización o equivalente",0.17
ni,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,"Nivel de maestría, especialización o equivalente",0.06
pa,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,"Nivel de maestría, especialización o equivalente",0.07
pe,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,"Nivel de maestría, especialización o equivalente",0.19
py,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,"Nivel de maestría, especialización o equivalente",0.03
sv,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,"Nivel de maestría, especialización o equivalente",0.00
uy,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,"Nivel de maestría, especialización o equivalente",0.01
ar,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Nivel de doctorado o equivalente,0.00
br,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Nivel de doctorado o equivalente,0.00
co,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Nivel de doctorado o equivalente,0.00
cr,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Nivel de doctorado o equivalente,0.02
cu,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Nivel de doctorado o equivalente,0.02
MIÉ,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Nivel de doctorado o equivalente,0.00
ec,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Nivel de doctorado o equivalente,0.01
gt,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Nivel de doctorado o equivalente,0.00
hn,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Nivel de doctorado o equivalente,0.00
mx,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Nivel de doctorado o equivalente,0.00
ni,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Nivel de doctorado o equivalente,0.00
pa,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Nivel de doctorado o equivalente,0.01
pe,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Nivel de doctorado o equivalente,0.01
py,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Nivel de doctorado o equivalente,0.00
sv,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Nivel de doctorado o equivalente,0.00
uy,Nivel educacional del docente,Porcentaje del nivel educacional más alto alcanzado por el docente por asignatura.,Lectura,3,Nivel de doctorado o equivalente,0.00
ar,Título de profesor,Porcentaje de docentes que poseen el título de profesor por asignatura,Lectura,3,Sí,0.98
br,Título de profesor,Porcentaje de docentes que poseen el título de profesor por asignatura,Lectura,3,Sí,0.96
co,Título de profesor,Porcentaje de docentes que poseen el título de profesor por asignatura,Lectura,3,Sí,0.94
cr,Título de profesor,Porcentaje de docentes que poseen el título de profesor por asignatura,Lectura,3,Sí,0.97
